,Title,Video_ID,Published_At,Keyword,Likes,Comments,Views
195,"How To Beat EVERY $1,000,000,000 DEATH GAME In &quot;Zero&quot;",0R4Bk73HDLk,14-08-22,how-to,46638,2210,1902823
196,Why You&#39;re Always Tired (and how to fix it),RpaxxN8jTHo,15-06-22,how-to,80596,2415,1606273
197,How to Survive a Drone Swarm,rnwiG7USp9c,24-08-22,how-to,554,60,15329
198,The first 20 hours -- how to learn anything | Josh Kaufman | TEDxCSU,5MgBikgcWnY,14-03-13,how-to,723998,14759,31858250
199,How To Master 5 Basic Cooking Skills | Gordon Ramsay,ZJy1ajvMU1k,07-03-16,how-to,665269,25869,36467409
200,HOW2: How To Do 100 Things! [Saturday Supercut],kmhvZ8kVdG4,24-02-18,how-to,70465,17616,10097646
201,How To Sell On Amazon As A Beginner Under 15 Minutes,QGE6r0KvEFo,23-08-22,how-to,600,55,10671
202,How to Start a Blog in 2022 | By Sophia Lee,m7Jw3a7CpNA,03-12-21,how-to,32092,181,425850
203,How To Be Effortlessly Confident,KmOAznOQX-g,29-07-19,how-to,347137,7750,13590001
204,"How to build a PC, the last guide you&#39;ll ever need!",BL4DCEp7blY,17-04-22,how-to,150521,5653,4584546
205,How To Stop Overthinking,mWQTgSt7GeU,23-08-22,how-to,6773,595,111581
206,How To ACTUALLY Get FREE Robux In Roblox! *EASY*,fwi5k4BJL34,23-08-22,how-to,515,184,11848
207,Cake Rescue from Cake Fail to Nailed It | How To Cook That Ann Reardon,lHgw32F_0wQ,29-07-22,how-to,29551,1213,513997
208,27 EASY MAGIC TRICKS,xqAoloAGlCE,18-01-19,how-to,262633,5960,47276202
209,How to Kill Pennywise | NowThis Nerd,zjsUbMf_t2c,12-01-18,how-to,99816,4641,8620346
210,27 CLEANING TIPS THAT WILL SAVE YOU LOTS OF MONEY,G18zAn2APsc,07-05-20,how-to,46254,669,2144508
211,How to Discover Your Authentic Self -- at Any Age | Bevy Smith | TED,7vqnazqmceQ,20-05-22,how-to,31042,899,698519
212,GENIUS HACKS FOR ANY OCCASION || How to Write Faster! Smart Parenting TikTok Tricks by 123 GO!,QCQiLmff1ds,20-11-21,how-to,45027,1140,5578536
213,How to Grow Your Thumb,wcUWnCQGET4,15-08-22,how-to,207617,8534,4382539
214,How to Simplify Your Life | Minimalist Philosophy,casK0pXZ5sc,11-08-22,how-to,8227,314,153395
215,Debunking Fake Cooking Videos &amp; Vaping Lies | How To Cook That Ann Reardon,bAD3tHU6Gss,12-08-22,how-to,55233,5097,742272
216,HOW TO GET THESE HIDDEN ROBLOX FACES ðŸ¤©,ed0ErkxpH5w,21-08-22,how-to,2992,246,110066
217,The Incredible New Way to Poach Eggs that NEVER Fails | Epicurious 101,mrq3iZcvHAw,23-08-22,how-to,4852,218,76373
218,How to Organise your Life - Building a Second Brain,K-ssUVyfn5g,21-06-22,how-to,26024,1165,662992
219,How To BECOME Rainbow Friends In Roblox,YQ-vBi3_gB0,13-08-22,how-to,12124,1188,638770
220,"How To Learn Anything, Anywhere - Elon Musk",r34KwZzUmV8,23-11-21,how-to,61089,2899,2943450
221,4 Things We&#39;ve Forgotten How to Make,hmpBODRtwfw,31-03-22,how-to,62375,2417,1687552
222,How to Make Perfect Stir Fry Every Time | 4 Components of Stir Fry | You Can Cook That,dZYFO2y9BrM,20-10-21,how-to,21286,731,705942
223,How To Work For MrBeast,ieKAhG_gdCw,18-08-22,how-to,421608,17009,5992730
224,HOW TO GET THE &quot;DECIMATOR SHIELD&quot; in &quot;The Archon&quot; - Vanguard Zombies,fJ4fvTcG43A,24-08-22,how-to,63,20,3311
225,How to Solve a Rubik&#39;s Cube | WIRED,R-R0KrXvWbc,05-09-19,how-to,339758,32718,29905105
226,[UPDATE] How to get ALL 5 NEW BACKROOMS MORPHS in Backrooms Morphs | Roblox,Y6rZWiS1Itc,24-08-22,how-to,866,48,42948
227,TiÃ«sto - The Business (Official Music Video),nCg3ufihKyU,25-09-20,business,1706185,25334,208293677
228,Tiesto - The Business (Official Lyric Video),PO_d169ibZ8,25-09-20,business,385847,4381,54244089
229,TiÃ«sto - The Business (Lyrics),2AMjrc7cpHY,25-09-20,business,79281,1683,9090985
230,TiÃ«sto - The Business (Official Audio),wJS9eb6_o00,04-11-20,business,24029,422,1820413
231,TiÃ«sto - The Business (Lyrics),4x2S3LhbM0k,20-12-20,business,9178,111,933111
232,TiÃ«sto - The Business (Lyrics),fhTUAlOSRi0,09-12-20,business,21367,467,2822656
233,Tiesto - The Business (1 Hour Super Unstoppable Extended Version),NL7X0u8et6Q,02-11-20,business,43643,1336,5750667
234,Why Royal Quinoa is So Expensive | So Expensive Food | Business Insider,hkKGjXNQb4I,23-08-22,business,6028,697,533712
235,Yung Berg - The Business ft. Casha,LFtGY8pWIC0,25-10-09,business,229141,7461,28325416
236,How to Create Weekly Planner For Business - Canva For Beginners,rlV10AFUES0,11-07-22,business,253,2,6389
237,business 101 everything you need to know about business and startup basics,RFDaxPoGA6U,14-09-18,business,25934,424,1102647
238,DON&#39;T USE DOMAIN.COM Before Watch THIS VIDEO! Best Domain Registrar  for Business,#NAME?,01-08-22,business,114,2,2270
239,9 Business Ideas that Will Be BIG in 2022,6bzTrChjEdc,15-02-22,business,13038,470,368017
240,19 Year-Old Starts a Trucking Business,-8TnsjDRXUE,22-08-22,business,3232,580,188875
241,Mark Cuban - The #1 Reason Why Most People Fail In Business,jffyqZRIcHc,16-10-19,business,46519,1064,2228510
242,Twitter whistleblower slams company&#39;s alleged security problems,eywOfvsiKHM,23-08-22,business,1483,122,45872
243,How To Build A Business That Works | Brian Tracy #GENIUS,MN7yfV4UuCI,09-02-21,business,-1,1144,676300
244,Businesses that Never Fail? 7 Businesses with Amazingly Low Failure Rates [Backed by Data],oSQkwtUBwx0,13-02-22,business,27189,622,1273223
245,6 Businesses That Will Never Go Out of Market,cIMM4TJMDRI,16-05-22,business,14477,1661,580096
246,Best Online Business To Start As A BEGINNER (2022),gNRGkMeITVU,08-02-22,business,57308,2303,859569
247,Andrew Tate Announces New &quot;Business&quot; After Ban,kQFebypq4Qc,24-08-22,business,441,496,26499
248,Why the Metaverse Is Fashion&#39;s Next Goldmine | The Business of Fashion Show,UBZ6Bd0LDjs,12-11-21,business,17327,965,561921
249,"6 Hilarious Business Ideas That Could Make You $1,000,000 in 2022 (#351)",7YJ1SMw4mJs,23-08-22,business,489,240,14263
250,Ep : 25 | Worlds Biggest Edtech Channel | Khan Sir | Bada Bharat | Dr Vivek Bindra,J9lj3xdQoAk,24-08-22,business,216891,11046,2018720
251,7 Profitable Business Ideas for 2022,0Q7HCaKq-j4,15-03-21,business,29443,1408,1218268
252,"TiÃ«sto &amp; Ty Dolla $ign - The Business, Pt. II (Official Lyric Video)",fVuw7VCefME,21-01-21,business,65748,1269,5351715
253,à¤­à¤µà¤¿à¤·à¥à¤¯ à¤®à¥‡à¤‚ à¤¯à¤¹à¥€ 10 à¤¬à¤¿à¤œà¤¨à¥‡à¤¸ à¤šà¤²à¥‡à¤—à¤¾ðŸš€ 10 Best future Business ideas 2022 ðŸ’¥ top 10 business ideas in Future,B6QrWQQtIKg,24-08-22,business,295,9,15582
254,How to Start a Business from NOTHING,awnn-bqV_Tw,25-08-21,business,36376,1876,875957
255,How To Run A Profitable Business &amp; Make Money,aNu000cQZmU,11-12-19,business,52363,2102,984168
256,Elon Musk on Millennials and How To Start A Business,ARoGZIN5oC4,15-12-18,business,49949,5045,2464907
257,"Behzad Leito &amp; Sijal Ft Sepehr Khalse, Saman Wilson, Sohrab MJ, &amp; Alireza JJ) - &quot;Business&quot; AUDIO",BUrVitrNDHY,12-01-22,business,5015,1830,520371
258,Charlie Sykes: GOP Candidates Transform Politics Into An â€˜Unserious Businessâ€™,hDALW72sC_U,23-08-22,business,1090,485,45006
259,"How He Started a Coffee Business (With $1,800)",HPq05GXUgL8,09-05-22,business,13852,516,776034
260,gagnez 200.000 Fcfa par jour avec ce business en afrique,55_aBSEGNC0,24-08-22,business,134,16,2786
261,44 Businesses You Can Start During The 2022 Recession,_XzohkDRIg4,14-07-22,business,22569,859,384275
262,Paul Pelosi DUI dashcam footage released,XYD0MXvfoCI,24-08-22,business,2063,662,37352
263,"20 à¤¹à¤œà¤¾à¤° à¤°à¥‹à¤œ à¤•à¤®à¤¾à¤•à¤° à¤¦à¥‡à¤—à¥€ à¤¯à¥‡ à¤®à¤¶à¥€à¤¨ ðŸ”¥| New Business Ideas 2022 | Small Business Ideas, New Business Ideas",XnJ9KckzQEU,24-08-22,business,539,23,23819
264,How Covid Is Transforming the $380 Billion Luxury Fashion Industry | The Business of Fashion Show,SoNu7gNl1I4,01-10-21,business,32152,393,589907
265,Why Copper River King Salmon Is So Expensive | So Expensive Food | Business Insider,loQWJaa1_hM,26-07-22,business,13126,600,746236
266,à¸•à¸¥à¸²à¸”à¸–à¸¸à¸‡à¸¡à¸·à¸­à¸¢à¸²à¸‡à¸—à¸£à¸¸à¸”! à¸‰à¸¸à¸”à¸£à¸²à¸„à¸²à¸£à¹ˆà¸§à¸‡à¸¥à¸‡à¸—à¸¸à¸™à¸«à¸” | BUSINESS WATCH | 23-08-65,cG37cEi1nPc,23-08-22,business,-1,13,12332
267,Liger Day 1 Advance Booking &amp; Pre Release Business | Vijay Deverakonda,N9uyC-V2-uY,24-08-22,business,2667,303,42274
268,"helping a homeless woman, starting an online business as a 17 year old (coaching livestream)",fABhkvOSllI,24-08-22,business,5006,157,82844
269,How Liquidating Unwanted Goods Became A $644 Billion Business,ddbb2nPwC-c,19-02-22,business,19993,1870,1851336
270,Racist AI Rapper Gets Bounced From The Music Business,jXkKghLs2O8,24-08-22,business,667,305,11649
271,Lakeyah Ft. Latto - Mind Yo Business (Official Video),4hCogXAzONk,03-06-22,business,146358,3790,7989628
272,"I Quit My $21K Day Job To Start My Own Business - Now It Brings In Over $500,000",odN3ON4ZVOE,20-07-22,business,3440,769,108903
273,Tshepiso Ramotsehoa | Life Story | Business Coaching | Government |  Education | Youth | Women,On1iHuNBoMA,24-08-22,business,187,29,4073
274,Small Business | TikTok Compilation,nXOroUomnjA,24-03-21,business,22861,977,1437698
275,How To Use Canva For BEGINNERS! [FULL Canva Tutorial 2021],un50Bs4BvZ8,07-01-21,tutorial,25630,1741,1435374
276,FULL FACE OF FLAWLESS In-Depth Makeup Tutorial | NikkieTutorials,dhLCzSwUTvc,29-06-19,tutorial,158935,8326,6100867
277,Microsoft Excel Tutorial for Beginners - Full Course,Vl0H-qTclOg,28-10-20,tutorial,74485,1569,4435209
278,APIs for Beginners - How to use an API (Full Course / Tutorial),GZvSYJDk-us,17-12-19,tutorial,80368,2008,3368446
279,MySQL Tutorial for Beginners [Full Course],7S_tz1z_5bA,20-03-19,tutorial,170234,7686,7367727
280,â€˜Clean Girlâ€™ Makeup Tutorial &amp; Hydrated Skincare Routine,JPUbSvsxjsY,20-06-22,tutorial,30518,486,879609
281,Figma UI Design Tutorial: Get Started in Just 24 Minutes! (2022),FTFaQWZBqQ8,08-12-20,tutorial,45040,1451,1632584
282,"HOW TO: EASY EVERYDAY FALL MAKEUP TUTORIAL! - Tips, Tricks &amp; Techniques for Beginners!",QWMg1TWGaLA,22-08-22,tutorial,1341,72,19323
283,Worlds Cleanest Fade - Haircut Tutorial,3SdJygwlfWU,20-05-22,tutorial,5180,129,190491
284,Java Tutorial for Beginners,eIrMbAQSU34,15-07-19,tutorial,195700,7321,7569833
285,Kubernetes Tutorial for Beginners [FULL COURSE in 4 Hours],X48VuDVv0do,06-11-20,tutorial,73498,3270,4984442
286,C++ Tutorial for Beginners - Full Course,vLnPwxZdW4Y,24-08-18,tutorial,235659,11732,9769103
287,you need to learn SQL RIGHT NOW!! (SQL Tutorial for Beginners),xiUTqnI6xk8,17-08-22,tutorial,10669,1149,223700
288,How to Design a Tutorial,45csSEotJY8,05-07-22,tutorial,8433,882,151493
289,Lightroom Tutorial BASICS | Photo Editing Masterclass,5x3Hy7zie94,18-10-20,tutorial,63857,1655,1564431
290,Python Tutorial - Python Full Course for Beginners,_uQrJ0TkZlc,18-02-19,tutorial,838345,50531,28574258
291,Learn Python - Full Course for Beginners [Tutorial],rfscVS0vtbw,11-07-18,tutorial,880208,42227,35771194
292,Gordon Ramsay&#39;s perfect burger tutorial | GMA,iM_KMYulI_s,24-05-17,tutorial,981522,122371,68512549
293,HTML Tutorial for Beginners: HTML Crash Course,qz0aGYrrlhU,11-01-21,tutorial,114246,3748,4416622
294,EXTRA GLAM Makeup Tutorial,nf8ySuesAPg,06-08-20,tutorial,143191,3883,7549484
295,Reacting to people following my wolf cut tutorial,3yYU1BOrSo8,30-01-22,tutorial,216934,4192,5656681
296,179 Minecraft Build Hacks!,sNRcVXkZjWM,03-07-22,tutorial,205557,4239,7783157
297,Gordon Ramsay&#39;s Top Basic Cooking Skills | Ultimate Cookery Course FULL EPISODE,FTociictyyE,07-11-19,tutorial,132845,3878,7975584
298,31 Tricks to Become a Minecraft Building Pro,bJQV9JHiMho,12-08-22,tutorial,74900,1841,1454316
299,30 Easy DIY Projects For Beginners That Increase Your Home Value,2G5f_LpdLh0,01-06-18,tutorial,76010,788,7906241
300,Clean Girl On The Go Makeup Tutorial | Christen Dominique,NlAxapKT0x8,04-02-22,tutorial,18780,514,679453
301,How to play &#39;Interstellar&#39; ðŸŽ¹âœ¨ (Cornfield Chase) Complete Piano Tutorial,nfFQm82IqUc,05-08-22,tutorial,4315,203,83902
302,Tutorials That Went Wrong - Part 2,Ayhct2DylC4,06-07-22,tutorial,23977,1964,925547
303,TypeScript Tutorial for Beginners [2022],d56mG7DezGs,23-05-22,tutorial,4985,576,191830
304,Facing My Worst Fears... Makeup Challenge! | NikkieTutorials,Qb_u2M9Wrsk,23-05-22,tutorial,44083,3332,870453
305,Lisa Rinnaâ€™s Guide to Ageless Skin and Her Signature Plush Lips | Beauty Secrets | Vogue,mpS6UNfnajw,19-11-20,tutorial,63543,2634,1642556
306,Sony a7R III Training Tutorial,ExqpymyUFt4,01-02-18,tutorial,12050,697,793228
307,Drawing faces tutorial,oQm8Df4UYNw,05-03-21,tutorial,101457,955,1684678
308,How to Get Waves (5 Step Tutorial) | GQ,WJD8P9Fi1yc,20-08-21,tutorial,18184,601,622551
309,Tutorial -  Friday Night Funkin&#39; OST,V-7nSV5M3Bk,01-12-20,tutorial,47823,2897,3335591
310,"FANTASTIC BEAUTY TUTORIAL | Amazing Hair Dyeing Techniques, Nail Art Ideas And Makeup Trends",h3Xpc1KoCbM,09-01-22,tutorial,93094,1136,26355125
311,EVERYDAY SUMMER MAKEUP TUTORIAL ...,GMsrRe_4akE,28-07-22,tutorial,12502,1115,203851
312,Hailey Bieber&#39;s Date Night Skin Care &amp; Makeup Routine | Beauty Secrets | Vogue,O_qgaOUR3Fo,15-06-22,tutorial,121477,2653,3218250
313,How to Get Sturdy in 2022 | Dance Tutorial,bRE4ehYNvIY,03-01-22,tutorial,41409,1025,1253037
314,Learn to JUGGLE 3 BALLS - Beginner Tutorial,dCYDZDlcO6g,17-09-19,tutorial,29065,2375,1592794
315,25 Features Mojang Keeps a Secret,o9gQBGk1XaE,14-08-22,tutorial,97091,2989,2417577
316,Euphoriaâ€™s Alexa Demie Shares Her â€™90s Glam Tutorial | Beauty Secrets | Vogue,UxQg3_Cmwhw,30-07-19,tutorial,869059,12196,21485819
317,"BACK TO SCHOOL HAIR TUTORIAL! | Elementary, Middle, and High School!",ZIJpiMXOaUg,23-08-22,tutorial,10595,826,345071
318,How to Moonwalk (Dance Moves Tutorial) | Mihran Kirakosian,QGm6v9-1ZBU,01-02-17,tutorial,190593,5568,11034311
319,20 Minecraft Block Facts You Maybe Didn&#39;t Know,LeC5yJq4tsI,21-08-22,tutorial,57526,1115,1204024
320,SPEAKING DUTCH ONLY Makeup Tutorial! | NikkieTutorials,jL0qadiKDlQ,18-07-19,tutorial,407460,40969,11745320
321,Tutorials That Went WRONG,cHU8kPS9vEY,08-09-21,tutorial,186142,5329,5646817
322,Tutorial ðŸ˜ do u want to see the result? XO TEAM TIKTOK Elsarca #xoteam #elsarca #tiktok,ud9TRfHA1EM,25-07-22,tutorial,375997,2031,7009241
323,the minecraft tutorial world had a secret...,lMmqdJG1i94,29-03-22,tutorial,702681,15608,7892369
324,Musica Tutorial completa FNF  (Friday Night Funkin&#39;),YddlgO8ZN00,22-01-21,tutorial,8851,287,525488
325,The best and worst retail trading platforms: Finance professor,54CXEWwy5U4,23-08-22,finance,113,32,5110
326,Bajaj Finance Decade&#39;s Top Wealth Creator | Wonderful Wednesday | Parimal Ade &amp; Aastha Khurana,ZtiuDBnbYmk,24-08-22,finance,954,81,13991
327,"Tech firms can&#39;t hide behind advertising rules with financial products, says CFPB chief",0vEdNPoeemQ,22-08-22,finance,40,14,2783
328,"Housing: â€˜This might be almost the worst time you could buy,â€™ Columbia Business School Professor C",gwCWtTzf4Ss,22-08-22,finance,765,319,100366
329,"Intel, Brookfield ink $30 billion financing deal for chip factory expansion",gNC_d2G_Eyo,23-08-22,finance,59,23,7093
330,Student loan forgiveness a &#39;lose-lose&#39; for Biden: Yahoo Financeâ€™s Rick Newman,TnOvQ7Tae8I,24-08-22,finance,13,21,1485
331,Where the ultra-wealthy are allocating their assets: Survey,RqziFH-RdJI,20-08-22,finance,346,65,29751
332,Friday Finance | Season 03 | Trailer | Web Series | Hindustan Times,V6hofBnlJLY,18-08-22,finance,16,3,83121
333,The European Energy CRISIS (Winter Is Coming),5_NdbRUNjoY,22-08-22,finance,1834,500,39296
334,White House Press Briefing,KoAXaMX_Bq8,24-08-22,finance,44,6,2597
335,"Food prices, gas and housing: Financial content creator weighs in",REEBfd1EbhI,21-08-22,finance,66,13,3882
336,"Recession fears? Canadians cutting spending, worried about debt levels | Financial planner reacts",JpleDvbCvbE,22-08-22,finance,36,40,6709
337,"Ethereum merge: â€˜This is a huge milestone for the industry,â€™ Framework Ventures co-founder says",fkzjkU2Pemk,21-08-22,finance,124,72,7816
338,"1. Introduction, Financial Terms and Concepts",wvXDB9dMdEo,06-01-15,finance,53635,1650,6224649
339,"Stocks moving in after hours: Nordstrom, Urban Outfitters, Intuit, Toll Brothers, AMC and APE",7RvBj9r5Dhg,23-08-22,finance,29,2,2285
340,William Ackman: Everything You Need to Know About Finance and Investing in Under an Hour | Big Think,WEDIj9JBTC8,27-11-12,finance,213398,13619,9450554
341,Money and Finance: Crash Course Economics #11,Dugn51K_6WA,14-10-15,finance,17269,903,1366364
342,"Stocks moving in after hours: Bed Bath &amp; Beyond, Apple, Tesla, Walmart, Target",dCfCJ1kAPeQ,19-08-22,finance,68,40,7325
343,Is the real estate market sliding into a &#39;house recession&#39;?,eQeoqm8q1m8,18-08-22,finance,96,45,12456
344,U.S. Defense briefing on aid to Ukraine at 2:30PM EST,wjhbTqGt5tc,24-08-22,finance,14,3,1195
345,"Mohamed El-Erian predicts Fed moves and the housing market: August 21, 2013",12VhIiNsmoQ,21-08-22,finance,490,185,32926
346,&#39;One Man&#39;s Freebie Is Another Man&#39;s Social Spending&#39;: Tamil Nadu Finance Minister | No Spin,Z1zGF078tWw,17-08-22,finance,4590,1035,255706
347,Seven Steps to Financial Wellness | Arpit Arora | TEDxChowringhee,FoLhnfKA-B4,19-08-22,finance,69,2,3534
348,Chappelle&#39;s Show - Wu-Tang Financial (ft. RZA and GZA) - Uncensored,zhUnEg0he4A,31-12-17,finance,39868,1068,2797148
349,"Fed: &#39;Things break&#39; when you start quantitative tightening, strategist says",C0YBeTs3Sr0,19-08-22,finance,83,32,8862
350,"Why eggs are becoming more expensive, according to Vital Farms CEO",PMbu27Yjs40,20-08-22,finance,51,36,4384
351,Tamil Nadu Finance Min Palanivel Thiagarajan&#39;s Viral &amp; Fiery Retort To Modi Govt On Freebies,DUi-noArzW8,17-08-22,finance,19621,7087,890196
352,Gravitas Plus | Financial Literacy: The need of the hour,7oj6gpAbYgw,11-07-21,finance,37925,3545,1213867
353,India Today is a Miracleâ€¦But That Miracle is Under Threatâ€”Tamil Nadu Finance Minister P Thiaga Rajan,ZMsam_0CObA,20-08-22,finance,24181,4776,608005
354,10 personal finance lessons that changed my life,bMXTGGxrQ3A,03-11-21,finance,29610,1473,637152
355,Finance experts on the prospect of Sir Jim Ratcliffe buying a stake in Manchester United,_kGzxVf02M0,18-08-22,finance,1692,268,93564
356,&#39;A Storm Is Brewing: Steve Forbes Warns That A &#39;Big Financial Crisis&#39; Is Coming | What&#39;s Ahead,mAukJsMg_xI,14-07-22,finance,2236,595,118523
357,Become a Master of Finance with Harvard Professor Mihir Desai (with Lewis Howes),oSGld-eY7BM,02-08-17,finance,4894,201,196484
358,"Finance influencer talks social media, retail hacks, and what to know when you travel",jNA6j8rsa3s,20-08-22,finance,57,13,2548
359,Ed Hyman: The Economy is Doing OK,vkBWC70edhw,19-08-22,finance,319,180,29180
360,Introduction to Corporate Finance - FREE Course,5eGRi66iUfU,19-11-16,finance,19352,597,1344472
361,No Consideration of Charges for UPI Services | Cleared Finance Ministrer Nirmala |,RbT6GksZOmk,22-08-22,finance,404,30,22593
362,"Personal finance: How to save, spend, and think rationally about money | Big Think",0uYnj1i1EQw,23-09-20,finance,40534,1851,1257676
363,BJP Slams Tamil Nadu Finance Minister Palanivel Thiagarajan For Questioning Centre On Freebies,KuttwkM3LEc,17-08-22,finance,1289,1852,189066
364,bitcoin holders...what are these guys up to?,Rhbmn9elNcc,24-08-22,crypto,2713,115,46082
365,I got sued,B95xYAfRCtY,23-08-22,crypto,34468,4428,390348
366,"The REAL REASON Bitcoin Will Hit $500,000 Per Coin By 2030 (NOT CLICKBAIT)",M5Ul0c_Wd-Q,24-08-22,crypto,5595,641,77109
367,Attention: Bitcoin is About to Destroy New Crypto Investors (Wyckoff Analysis),U-WawEOgGLA,23-08-22,crypto,1720,272,20600
368,ATOM COSMOS PREND SON ENVOL ðŸ”¥ DOSSIER MAJEUR DES BLOCKCHAINS ðŸ’Ž #atom #cosmos #crypto #ethereum,TbAo2-I_UcU,24-08-22,crypto,230,95,2201
369,Youtuber Gets Sued By Crypto Millionaire,uPZOzWFr5KU,24-08-22,crypto,27738,2355,474368
370,China&#39;s Economic CRASH: Why It&#39;s Coming &amp; What It Means,JJeWBxhXWGM,23-08-22,crypto,12829,802,192740
371,woah...pay attention to bitcoin and these crypto,fhfcEigOfqA,24-08-22,crypto,3405,171,57692
372,ALERT!!!!!!!! BITCOIN BREAKOUT NOW!!!!!?!! BUTâ€¦ THIS IS VERY SCARY!!!! [watch fast]ðŸš¨,wX4_IbxeDpU,24-08-22,crypto,1908,199,23786
373,Top Crypto Experts On Ethereum Merge! (DXY vs Bitcoin),M9ASq40D1P8,23-08-22,crypto,3400,170,45779
374,"Rep. Boebert skips crypto reporting cutoff, and cutting emissions with blockchain: CNBC Crypto World",E3R0mnnMP0k,24-08-22,crypto,212,429,6443
375,The Next 72 Hours Could Make Or Break You! (Bitcoin &amp; Crypto Analysis),fatt4mTXxeI,24-08-22,crypto,1700,60,21012
376,Coinbase CEO Brian Armstrong on managing the crypto winter,GAUDp-iw6z0,23-08-22,crypto,90,138,7050
377,BITCOIN BREAKOUT IN 48 HOURS!!!!! I&#39;M SHAKING!!!!!,9Nv6cfEbWjs,23-08-22,crypto,765,463,9585
378,MAJOR Indicator Flashes | But What Does It Mean For Bitcoin?,fABgTl593C4,23-08-22,crypto,2645,102,35571
379,THIS WILL SHOCK EVERYONE!!!!!,lDcqVQnptw8,24-08-22,crypto,827,568,8502
380,is the BITCOIN crash almost over or is it just getting started? Crypto News Today,JpJ2-wjxzCE,24-08-22,crypto,626,49,7989
381,GET READY FOR 25th-27th AUGUST !!!,L1IriPbz1EU,24-08-22,crypto,2015,239,18216
382,One Asset Is About To Smash Bitcoin | Can You Still Invest?,WTsmsij8ge4,24-08-22,crypto,3179,184,43235
383,48 HOURS UNTIL THE CRYPTO MARKET &quot;KNOWS!&quot; (CRUCIAL TIME FOR CRYPTO!),8JE0yOUAFmM,24-08-22,crypto,431,154,4247
